0.43364808,-0.24208786,0.10676229
-0.1168294,0.4474371,0.45547602
0.33893853,0.07402856,-0.100878656
0.16773362,0.09815048,0.05735503
0.10260303,-0.19755541,-0.20215842
-0.5396029,-0.030162798,0.099777766
-0.120387346,-0.104162686,-0.17831396
0.45239407,-0.523317,0.46926442
-0.093775965,-0.20894141,0.213238
-0.4774241,-0.3332657,-0.4514146
0.40696073,-0.007975962,0.16225252
0.055915706,-0.32314202,0.5067611
-0.34464508,0.39840767,0.23928158
0.5007525,-0.46303675,0.338862
0.2401019,0.11128492,0.20169204
0.14736015,0.4225292,0.07486491
0.60406595,0.39447984,0.076482214
-0.448146,-0.05330879,-0.0075833965
0.300539,0.04979917,-0.039400622
0.34873092,0.34600443,-0.40395987
0.26050764,0.13167915,0.23327768
0.2664596,0.18891226,0.034268714
-0.55252093,-0.24944255,0.4548215
0.55385625,0.1303641,-0.30765775
-0.50079215,-0.25406507,-0.45255995
-0.48219222,-0.27919608,-0.016403265
-0.4444337,0.30062672,0.56938124
0.01261607,-0.044804838,0.1929438
0.5548298,0.056764618,0.023274008
0.5360032,-0.19395204,-0.12084678
-0.24596995,-0.21542028,0.18191253
-0.030006578,-0.17041697,-0.021758225
