0.13841952,-0.11913593,0.049647428,0.015230602,0.1052779,0.12831086,0.08749535,-0.08646892,-0.00068126555,-0.02750539,0.07373582,-0.07556361,0.09916184,-0.1072572,0.08063089,-0.13226318,0.03812069,0.021843452,-0.036728766,-0.14416395,0.04156223,0.14118822,0.14135945,-0.09395281,0.071567714,0.15342355,0.015347666,-0.031184932,0.011931464,-0.12979928,-0.13083024,0.16538206
0.12702753,0.10998818,0.11117967,-0.15424383,0.010515343,-0.0679366,0.051107105,0.23678163,-0.0342774,0.09879096,0.12898633,0.1671112,-0.018462494,0.10408976,0.09387228,-0.04062719,-0.0109361,0.12413338,0.012982781,-0.057687994,-0.10295407,-0.010213655,0.030768298,-0.04088796,-0.14519773,0.0026996136,-0.025659764,0.10217815,0.022918876,-0.014840811,-0.10881032,0.22394305
-0.021914802,-0.09506836,-0.16057013,-0.15515278,-0.0046847863,0.13693702,-0.042470954,-0.06941669,-0.015370469,-0.06921632,0.050414477,-0.11888779,0.007325624,0.0503173,-0.21778186,0.07078248,-0.11748814,0.16557327,-0.06725692,0.038276747,0.057250615,-0.060064282,-0.007824524,0.107394956,0.096792184,-0.06505393,0.024489792,-0.13310175,0.118493,0.05905868,-0.13142413,-0.023973728
0.13752861,-0.12017871,-0.107745245,0.13275251,0.09423404,-0.03530465,0.109674856,-0.07666092,-0.10353591,-0.10465591,0.11196047,-0.07925696,-0.021413187,-0.1155718,-0.12556039,0.10495653,-0.12869823,-0.122736044,-0.104287155,-0.19485457,0.01543294,0.057091616,-0.13566251,0.03467289,0.12103472,0.15700735,0.14650124,-0.11755372,-0.09981268,0.038548026,-0.030748663,0.1706239
0.031396165,0.004042208,-0.01567202,0.085684866,-0.19968338,0.21591265,0.025180886,-0.1780187,0.08849765,-0.08592692,0.075023405,-0.07316871,-0.10930476,-0.07680819,0.10136702,-0.068470456,-0.099245705,0.021471316,0.13991535,0.07331881,0.13511775,0.11787832,-0.049914885,0.013873781,-0.14380471,0.06778785,-0.09247352,0.034242544,-0.12271405,0.15977252,0.058111783,0.029262476
0.06608704,-0.30668885,-0.10718596,0.16964337,0.028096043,0.19768916,0.074541755,-0.02230349,0.15529263,-0.0050125183,0.05948037,-0.0088665765,0.13315135,0.15885845,-0.14987335,0.049039386,0.013904131,-0.049456567,0.09982798,0.18903567,-0.10645337,-0.13883854,0.04618431,-0.085367925,-0.11539468,0.106540635,-0.101324804,-0.16768344,-0.022608494,0.162004,-0.04570514,-0.20376575
-0.13593803,-0.038201008,-0.1435126,0.11195826,-0.010830447,0.076751396,-0.022596458,-0.11820886,-0.07592682,-0.011002113,0.0012613247,0.15440363,0.084945135,-0.12020815,-0.12698,0.11688208,-0.14164688,0.18275782,0.12156925,0.016775152,-0.071409255,0.05941944,0.080992706,0.14473668,0.03862924,-0.15868577,-0.07934684,0.21603762,0.0047842194,0.0077987444,0.2011991,-0.099998996
-0.041630868,0.0036369932,0.049746756,0.1183204,-0.15222901,0.14196466,0.035712607,-0.059125625,0.042534653,0.019150747,0.07803546,-0.07324978,-0.09207485,0.10982419,0.027707294,0.008194194,0.15715915,0.14016934,-0.0076440764,-0.046282366,-0.0134631945,-0.065649316,0.013086628,0.06373777,0.05902005,0.013962488,-0.12897111,-0.008196478,0.1325562,0.1565867,0.09143368,0.096093334
-0.044743624,-0.14151971,-0.103964575,-0.14447828,0.057090487,0.0084340675,0.13491678,0.10862798,0.057522405,0.06212632,-0.055992994,-0.16283326,0.029365107,-0.0062337453,0.07894614,0.08108115,0.0016310645,0.10121528,-0.07209801,0.09572973,0.13024397,-0.11393759,0.07874197,0.053282376,0.024579834,0.17872232,0.050333254,-0.11425701,-0.013920121,-0.05687547,-0.002638137,-0.15717879
-0.06338236,0.080513045,0.06503063,0.10534012,0.14329806,-0.03924051,-0.06492021,0.08655791,0.12933733,-0.20481655,-0.060168307,-0.12390942,0.08710839,0.06565467,0.25576153,0.015336061,0.036750063,0.036630485,-0.13205059,-0.103403255,-0.06610794,0.07857679,-0.1808618,-0.065777436,0.080046766,-0.17198338,0.05224103,-0.010012996,-0.16742238,0.05606272,-0.035851266,-0.05363886
