0.4442516,0.25908807,0.20936307
-0.41912118,-0.38309506,-0.15549856
0.012935091,0.003919322,-0.10252072
-0.33115226,-0.31446457,-0.09900239
0.091747604,-0.0692786,-0.5568738
0.3098192,0.02685091,-0.14134838
-0.6111064,-0.13442281,0.008959431
-0.48469886,0.18613207,0.16740507
0.4716612,-0.28621113,0.21550538
-0.15178445,-0.23911075,0.028378287
-0.38341802,0.13143991,-0.012885011
-0.13543324,-0.014010883,0.3160026
0.35219228,-0.100088134,-0.021093698
0.03253402,0.46240246,0.33098063
0.6438338,0.20277363,-0.21347304
-0.45588872,-0.46981147,-0.009940292
0.21136187,0.09742705,-0.062095072
-0.1528499,-0.07965335,0.11706631
-0.009371133,0.08339503,-0.03572328
0.17518236,0.62241656,0.087919526
0.4194332,-0.2704204,0.16833135
-0.07468456,-0.022229685,-0.09386551
0.41024667,-0.10212988,-0.016197728
0.29044533,0.035411585,-0.04551603
-0.28731754,0.10152443,-0.6122051
0.5702378,0.38117093,-0.025433
-0.5045815,0.09006539,-0.072482035
-0.285902,0.0939209,0.021151766
-0.20657346,0.30243078,0.56969374
0.23197117,-0.1992331,0.06476966
0.06617031,-0.01838001,-0.07940548
0.025176784,-0.43799528,0.36753038
