0.44849432,0.3578322
0.5198232,0.15230575
0.37053594,-0.66591656
-0.66959494,-0.5102938
1.0535249,0.30811545
-0.3183208,-0.035970133
-0.3212938,0.49434143
0.41823247,0.16845292
-0.29745546,-0.32276282
-0.22361861,-0.3985861
-0.28332886,0.6024722
-0.108108684,0.10213624
0.5907481,-0.5779275
0.22882886,-0.38037622
0.47476122,0.13836405
-0.2909758,-0.26893374
-0.031232823,0.41882727
0.07784852,0.5865111
0.039714802,-0.10437117
-0.5493241,0.07824065
-0.021609975,0.025165884
-0.013598629,-0.41199282
0.021392636,-0.33258513
-0.6962366,-0.29541433
0.12327169,-0.5501417
-0.17798395,-0.11573829
-0.33579674,0.40796155
-0.39441502,0.665462
-0.31341836,0.00562054
0.08665556,-0.54965746
-0.620708,0.5608968
1.057478,0.30874127
