0.25360462,0.16285585,0.23334895,0.13544902,0.1148748,0.2950981,-0.22671439,-0.23787302,0.10241473,-0.10956811,0.0041014645,-0.17181775,-0.04280392,-0.22051474,0.090027146,-0.009856321
-0.08584704,-0.10573955,0.06441214,0.09166711,0.15391608,0.26758397,0.17591006,0.19115806,-0.21329169,0.010433207,0.19554955,0.2600109,-0.25464848,0.04315455,0.14317484,-0.19528273
0.26912197,-0.1191442,-0.080726,-0.23650484,-0.06405615,0.31636912,0.019065289,-0.1424805,0.07957263,0.22422785,0.31822717,0.30621308,-0.14218391,0.20353496,-0.03958255,0.20905028
0.11049014,-0.059174728,0.12552927,0.032610256,0.11984702,0.2638507,-0.07232594,0.1121127,-0.03790583,0.20011948,-0.0762272,0.08758603,-0.21173304,0.23158975,-0.019247515,0.041523457
-0.093707174,-0.07444194,-0.049853716,0.11842602,-0.042977937,-0.2391495,-0.055488527,0.12720188,0.21429063,-0.007729356,-0.010572882,-0.10759304,-0.12953144,-0.078891985,-0.08751318,0.032780595
0.004330424,-0.21046227,0.12728144,-0.14644518,-0.06497823,-0.18231162,-0.06944573,-0.08618048,-0.21527027,0.05339857,0.1470673,0.17950551,-0.0739613,-0.048471507,0.1503594,-0.13957839
0.14080168,0.2509304,0.016050126,-0.12385807,0.13616043,0.00501932,0.017128203,0.21590118,-0.091166735,0.18962502,-0.13138732,0.17687343,-0.22842872,0.18403769,0.13338713,-0.26434693
0.1966584,-0.11210459,0.08123295,0.1739649,0.031476624,0.25882196,0.19075991,0.1792976,-0.005352179,0.19028476,0.16715132,-0.11916839,0.20489456,0.22562629,0.09715507,0.12785414
-0.0330221,0.22658761,0.28947768,-0.10510265,-0.23620173,-0.11593131,0.19561656,0.119624145,0.23804404,0.21955986,0.058758896,0.08732163,-0.107917964,-0.22471084,-0.07617581,-0.20721233
-0.23232101,0.06056462,-0.061745655,-0.011391871,-0.23408516,0.15570244,0.07564956,-0.24633497,-0.25462395,0.00858335,0.18345517,-0.109863035,0.14439677,-0.18717033,0.25631687,-0.1076764
0.11863957,-0.011922391,-0.12367233,-0.14545606,-0.08349532,-0.095395945,0.011136669,-0.12214089,-0.14360648,0.23117566,-0.32445863,-0.15401591,-0.102719925,0.0153931985,-0.20014508,-0.07511
-0.15334152,-0.14934132,-0.032659516,-0.12528576,0.16004963,-0.11881068,0.22039953,-0.18170273,0.064746074,-0.22861905,0.11481173,0.06403581,-0.17047332,0.1609058,0.19068253,0.24424735
0.15769245,0.091954365,0.18953933,-0.13127983,-0.03217549,-0.19263981,0.20310698,0.035858706,-0.1733733,0.005581512,-0.2894354,-0.12883297,-0.0090818135,-0.11274622,-0.044589106,-0.08763298
-0.12925318,-0.08877912,0.049196865,0.06833595,0.11656921,0.13259536,-0.15066501,-0.045334455,-0.038675465,-0.2264592,0.111496866,-0.028769061,-0.04324292,0.2091103,-0.09225631,-0.26442543
-0.067801856,-0.08595529,0.1323609,-0.26983458,-0.121753834,-0.04853835,0.08733351,0.072425164,0.05363664,-0.1791494,0.22663078,-0.16647735,-0.056079485,0.19887401,0.07376051,0.05895524
-0.18645485,-0.07775221,-0.2601041,0.018456748,-0.11786581,0.09901273,-0.10007151,0.20596974,0.0034643952,0.10740602,-0.09337194,0.23186573,0.050153222,0.22831443,0.018517863,0.15281321
