0.124948226,-0.31071007,-0.13339587
-0.23820396,-0.39332563,0.07761171
-0.15558502,0.2985881,0.28453243
-0.67832065,-0.10529112,-0.027661495
0.29569435,0.3130587,0.11008753
-0.81465113,-0.18676734,-0.06361075
-0.50290865,-0.043142676,0.110085264
0.12848467,0.46907666,0.13062063
0.13575566,-0.29446083,-0.2783026
0.39130715,0.20898975,0.08928384
-0.34141886,-0.3448021,0.22883986
-0.3171721,0.17050114,0.0903717
0.77048886,0.20276001,0.07264677
-0.27424914,-0.395941,0.08272542
-0.88939536,-0.13874963,-0.03659465
-0.37859643,-0.118965015,-0.09743207
0.3693229,0.035263382,0.112193815
-0.34682444,0.017979354,-0.06744766
-0.09192513,0.10006155,0.09167077
-0.26526552,0.14786118,-0.12614699
-0.05721935,0.32967734,0.13508739
-0.47596714,-0.17379868,-0.045782905
0.7260769,0.15672068,0.03551805
0.6229167,0.1165391,-0.08864913
-0.11637474,0.38357487,-0.35546154
0.20070449,-0.23301955,-0.013399135
-0.21378912,0.23467109,0.16896322
0.2603104,0.15485458,0.099077724
0.2761546,-0.033584576,0.036367994
-0.19267417,0.33433357,0.13782535
-0.19934787,0.3805191,-0.36307293
0.06711328,0.25792935,-0.09429005
